Datetime,Temperature,Relative_Humidity,Pressure,Wind_speed,Wind_direction,Rainfall,Short_wave_irradiation,I,Iclr,hour_index,I_lag30,I_lag45,CI_lag30,R_lag30
2022-04-04 17:00:00,300.11,51.92,1013.22,2.93,41.52,0.0,0.0,231.9935,333.534136535454,5.5,353.1847,420.5293,0.09019607843137255,0.20392156862745098
2022-04-05 15:15:00,302.94,46.81,1012.75,3.42,49.93,0.0,0.0,634.5984,762.3057312380498,3.5,737.4627,683.4333,0.12156862745098039,0.23529411764705882
2022-04-05 15:30:00,302.88,47.02,1012.65,3.29,51.58,0.0,0.0,630.4282,709.3433927115943,3.5,684.9331,737.4627,0.12156862745098039,0.23529411764705882
2022-04-05 15:45:00,302.81,47.23,1012.55,3.16,53.37,0.0,0.0,559.7181,653.1350874420257,3.5,634.5984,684.9331,0.12156862745098039,0.23529411764705882
2022-04-05 16:00:00,302.75,47.44,1012.45,3.03,55.31,0.0,0.0,473.9369,593.9482676165596,4.5,630.4282,634.5984,0.12156862745098039,0.23529411764705882
2022-04-05 16:15:00,302.68,47.64,1012.35,2.91,57.41,0.0,0.0,410.4331,532.0747737144211,4.5,559.7181,630.4282,0.12156862745098039,0.23529411764705882
2022-04-05 16:30:00,302.62,47.85,1012.24,2.79,59.69,0.0,0.0,362.8053,467.8366885182895,4.5,473.9369,559.7181,0.10196078431372549,0.38823529411764707
2022-04-05 16:45:00,302.56,48.06,1012.14,2.68,62.18,0.0,0.0,299.265,401.5980140017302,4.5,410.4331,473.9369,0.10196078431372549,0.38823529411764707
2022-04-05 17:00:00,302.49,48.27,1012.04,2.57,64.87,0.0,0.0,224.5311,333.7888043128188,5.5,362.8053,410.4331,0.09803921568627451,0.3803921568627451
2022-04-06 15:15:00,304.38,44.47,1011.15,4.05,59.06,0.0,0.0,656.437,762.6389800374483,3.5,741.7061,794.2722,0.08627450980392157,0.20784313725490197
2022-04-06 15:30:00,304.28,44.8,1011.06,3.83,60.26,0.0,0.0,616.3447,709.6428735094288,3.5,702.4918,741.7061,0.08627450980392157,0.20784313725490197
2022-04-06 15:45:00,304.17,45.12,1010.98,3.61,61.61,0.0,0.0,527.7102,653.407791607193,3.5,656.437,702.4918,0.08627450980392157,0.20784313725490197
2022-04-06 16:00:00,304.06,45.45,1010.89,3.39,63.13,0.0,0.0,466.8768,594.2012665161159,4.5,616.3447,656.437,0.08627450980392157,0.20784313725490197
2022-04-06 16:15:00,303.96,45.77,1010.81,3.17,64.86,0.0,0.0,292.205,532.3151647095185,4.5,527.7102,616.3447,0.08627450980392157,0.20784313725490197
2022-04-06 16:30:00,303.85,46.09,1010.72,2.96,66.84,0.0,0.0,330.2487,468.0715209507621,4.5,466.8768,527.7102,0.08235294117647059,0.2
2022-04-06 16:45:00,303.74,46.42,1010.64,2.75,69.13,0.0,0.0,261.8798,401.8341736217454,4.5,292.205,466.8768,0.08235294117647059,0.2
2022-04-06 17:00:00,303.63,46.74,1010.55,2.54,71.79,0.0,0.0,185.9752,334.0328035533729,5.5,330.2487,292.205,0.08627450980392157,0.23529411764705882
2022-04-07 15:15:00,303.25,34.76,1010.94,3.45,70.86,0.0,0.0,439.7707,762.9385143589622,3.5,495.4462,512.2366,0.10196078431372549,0.5098039215686274
2022-04-07 15:30:00,303.16,34.97,1010.87,3.4,72.44,0.0,0.0,409.921,709.9119556781452,3.5,476.0585,495.4462,0.09019607843137255,0.48627450980392156
2022-04-07 15:45:00,303.07,35.18,1010.79,3.35,74.06,0.0,0.0,379.1934,653.6535018849555,3.5,439.7707,476.0585,0.09019607843137255,0.48627450980392156
2022-04-07 16:00:00,302.99,35.4,1010.72,3.3,75.73,0.0,0.0,339.1011,594.430750394862,4.5,409.921,439.7707,0.11372549019607843,0.5176470588235295
2022-04-07 16:15:00,302.9,35.61,1010.65,3.25,77.45,0.0,0.0,302.7401,532.535578330409,4.5,379.1934,409.921,0.11372549019607843,0.5176470588235295
2022-04-07 16:30:00,302.81,35.82,1010.57,3.21,79.22,0.0,0.0,250.8324,468.28995628984575,4.5,339.1011,379.1934,0.13725490196078433,0.47058823529411764
2022-04-07 16:45:00,302.72,36.03,1010.5,3.17,81.03,0.0,0.0,208.1064,402.0575415389645,4.5,302.7401,339.1011,0.13725490196078433,0.47058823529411764
2022-04-07 17:00:00,302.63,36.24,1010.42,3.14,82.89,0.0,0.0,154.5526,334.2676212183883,5.5,250.8324,302.7401,0.12941176470588237,0.41568627450980394
2022-04-08 15:15:00,302.8,35.13,1010.32,3.17,63.96,0.0,0.0,531.0756,763.2057834579628,3.5,659.5829,692.8711,0.054901960784313725,0.27450980392156865
2022-04-08 15:30:00,302.74,35.32,1010.21,3.01,66.44,0.0,0.0,426.6383,710.1521229429304,3.5,602.7368,659.5829,0.054901960784313725,0.27450980392156865
2022-04-08 15:45:00,302.69,35.51,1010.1,2.85,69.21,0.0,0.0,325.4567,653.8737268742921,3.5,531.0756,602.7368,0.054901960784313725,0.27450980392156865
2022-04-08 16:00:00,302.63,35.71,1009.99,2.71,72.27,0.0,0.0,305.4471,594.6382428439363,4.5,426.6383,531.0756,0.054901960784313725,0.27450980392156865
2022-04-08 16:15:00,302.57,35.9,1009.88,2.57,75.68,0.0,0.0,248.1987,532.7375429381016,4.5,325.4567,426.6383,0.054901960784313725,0.27450980392156865
2022-04-08 16:30:00,302.51,36.09,1009.77,2.44,79.45,0.0,0.0,213.6667,468.4935169774968,4.5,305.4471,325.4567,0.054901960784313725,0.27450980392156865
2022-04-08 16:45:00,302.46,36.29,1009.66,2.33,83.61,0.0,0.0,179.72,402.2696228530602,4.5,248.1987,305.4471,0.054901960784313725,0.27450980392156865
2022-04-08 17:00:00,302.4,36.48,1009.55,2.23,88.19,0.0,0.0,103.0472,334.4947323362488,5.5,213.6667,248.1987,0.054901960784313725,0.27450980392156865
2022-04-11 15:15:00,303.03,62.18,1007.2,5.34,184.12,2.1e-05,0.0,245.0161,763.8288042826263,3.5,67.1252,269.6714,0.054901960784313725,0.27450980392156865
2022-04-11 15:30:00,302.94,62.61,1007.14,5.12,184.89,1.7e-05,0.0,405.0192,710.7142044811274,3.5,50.51766,67.1252,0.054901960784313725,0.27450980392156865
2022-04-11 15:45:00,302.86,63.04,1007.08,4.9,185.74,1.3e-05,0.0,334.8578,654.3967272170918,3.5,245.0161,50.51766,0.054901960784313725,0.27450980392156865
2022-04-11 16:00:00,302.77,63.47,1007.01,4.69,186.66,1e-05,0.0,504.6279,595.1440778530813,4.5,405.0192,245.0161,0.054901960784313725,0.27450980392156865
2022-04-11 16:15:00,302.68,63.9,1006.95,4.47,187.67,6e-06,0.0,397.1544,533.2480163155658,4.5,334.8578,405.0192,0.054901960784313725,0.27450980392156865
2022-04-11 16:30:00,302.59,64.33,1006.89,4.25,188.79,2e-06,0.0,210.1183,469.030086312173,4.5,504.6279,334.8578,0.5568627450980392,1.0
2022-04-11 16:45:00,302.5,64.75,1006.83,4.04,190.02,3e-06,0.0,119.3987,402.8530314592164,4.5,397.1544,504.6279,0.5568627450980392,1.0
2022-04-11 17:00:00,302.42,65.18,1006.77,3.83,191.39,8e-06,0.0,52.41985,335.14433544262766,5.5,210.1183,397.1544,0.1803921568627451,0.6274509803921569
2022-04-12 15:15:00,303.35,60.44,1005.6,5.37,177.61,0.0,0.0,603.3586,763.9819001534,3.5,653.2178,633.8302,0.1803921568627451,0.3058823529411765
2022-04-12 15:30:00,303.25,61.3,1005.53,5.31,178.28,0.0,0.0,550.2438,710.8538371380139,3.5,623.8803,653.2178,0.09803921568627451,0.33725490196078434
2022-04-12 15:45:00,303.14,62.17,1005.46,5.26,178.97,0.0,0.0,495.5559,654.5302770122295,3.5,603.3586,623.8803,0.09803921568627451,0.33725490196078434
2022-04-12 16:00:00,303.04,63.03,1005.39,5.2,179.68,0.0,0.0,427.5528,595.2789128059982,4.5,550.2438,603.3586,0.21568627450980393,0.49411764705882355
2022-04-12 16:15:00,302.94,63.9,1005.32,5.15,180.4,0.0,0.0,376.3401,533.3914338891658,4.5,495.5559,550.2438,0.21568627450980393,0.49411764705882355
2022-04-12 16:30:00,302.84,64.76,1005.24,5.1,181.13,0.0,0.0,325.164,469.1892328280084,4.5,427.5528,495.5559,0.1411764705882353,0.3686274509803922
2022-04-12 16:45:00,302.73,65.63,1005.17,5.05,181.88,0.000676,0.0,260.5262,403.0347744886458,4.5,376.3401,427.5528,0.1411764705882353,0.3686274509803922
2022-04-12 17:00:00,302.63,66.49,1005.1,5.0,182.64,0.002027,0.0,218.6782,335.3550289689304,5.5,325.164,376.3401,0.3058823529411765,0.3803921568627451
2022-04-13 15:15:00,303.8,52.63,1005.22,4.53,196.33,0.0,0.0,649.1574,764.1102468402992,3.5,739.5844,777.4818,0.0,0.24313725490196078
2022-04-13 15:30:00,303.71,53.56,1005.18,4.48,196.09,0.0,0.0,588.6899,710.9721626161913,3.5,694.3709,739.5844,0.0,0.24313725490196078
2022-04-13 15:45:00,303.61,54.49,1005.15,4.42,195.86,0.0,0.0,524.7106,654.6459927592591,3.5,649.1574,694.3709,0.0,0.24313725490196078
2022-04-13 16:00:00,303.52,55.42,1005.11,4.37,195.61,0.0,0.0,466.5476,595.3994019091786,4.5,588.6899,649.1574,0.0,0.24313725490196078
2022-04-13 16:15:00,303.43,56.35,1005.08,4.32,195.37,0.0,0.0,405.5313,533.5239919653698,4.5,524.7106,588.6899,0.0,0.24313725490196078
2022-04-13 16:30:00,303.33,57.28,1005.04,4.27,195.11,0.0,0.0,346.2709,469.3409859773112,4.5,466.5476,524.7106,0.0,0.23137254901960785
2022-04-13 16:45:00,303.24,58.21,1005.0,4.22,194.85,0.0,0.0,286.1326,403.2125488933488,4.5,405.5313,466.5476,0.0,0.23137254901960785
2022-04-13 17:00:00,303.15,59.14,1004.97,4.17,194.58,0.0,0.0,229.5792,335.5651102021477,5.5,346.2709,405.5313,0.0,0.19607843137254902
2022-04-14 15:15:00,304.48,50.92,1005.43,4.88,198.39,0.0,0.0,618.6127,764.2153803494441,3.5,708.7836,766.5807,0.00392156862745098,0.25098039215686274
2022-04-14 15:30:00,304.35,51.6,1005.39,4.76,198.53,0.0,0.0,562.5714,711.0707190707451,3.5,673.5566,708.7836,0.00392156862745098,0.2627450980392157
2022-04-14 15:45:00,304.23,52.29,1005.35,4.63,198.67,0.0,0.0,513.7365,654.7454051959735,3.5,618.6127,673.5566,0.00392156862745098,0.2627450980392157
2022-04-14 16:00:00,304.1,52.97,1005.31,4.5,198.82,0.0,0.0,454.8418,595.5070588027929,4.5,562.5714,618.6127,0.00392156862745098,0.27450980392156865
