Datetime,I,Quantile: 0.45,Quantile: 0.55,Quantile: 0.425,Quantile: 0.575,Quantile: 0.4,Quantile: 0.6,Quantile: 0.375,Quantile: 0.625,Quantile: 0.35,Quantile: 0.65,Quantile: 0.325,Quantile: 0.675,Quantile: 0.3,Quantile: 0.7,Quantile: 0.275,Quantile: 0.725,Quantile: 0.25,Quantile: 0.75,Quantile: 0.225,Quantile: 0.775,Quantile: 0.2,Quantile: 0.8,Quantile: 0.175,Quantile: 0.825,Quantile: 0.15,Quantile: 0.85,Quantile: 0.125,Quantile: 0.875,Quantile: 0.1,Quantile: 0.9,Quantile: 0.075,Quantile: 0.925,Quantile: 0.05,Quantile: 0.95
2022-04-01 12:30:00,974.6506,909.4206979917449,936.9392457922963,899.8618265463458,944.12429172874,891.9944898956528,950.4473888037692,891.3571040533366,959.5007577167903,876.2592751577927,964.5541150741165,866.0795171408545,966.6451942914828,863.9174870929028,969.6784868924215,842.8529821067405,974.6505999999999,831.3629034774788,976.202717231803,815.5070976900597,982.7941968457826,804.7578020577955,987.1672676152202,796.2285021595334,992.2004324539903,778.391538823419,1002.7649618224141,755.1344342819309,1022.7166060876316,736.3539915767947,1035.463510695372,700.1912190336718,1037.995498481323,621.3467993743893,1049.5876201634055
2022-04-01 12:45:00,1017.669,842.479508661444,879.0442250350484,834.6658365258975,886.4551721029366,826.5593492474245,889.5792926412787,818.9992601270487,899.2036706674876,810.366056424466,905.8774758003947,808.8398248363601,912.9789518219268,807.6089505769037,917.692480040022,786.4446645544535,927.6988697452407,778.4493529576214,940.4595512035075,760.1709202608881,950.069984336199,745.3505302491337,960.2289931134737,727.9537324936749,970.074640945284,706.0545425025949,984.0319921663659,685.7704051673229,1007.0636138703358,676.0640484430301,1021.3808676323115,653.5350174996938,1039.1904981963835,567.2457051163806,1047.0390160990955
2022-04-01 13:00:00,792.5895,884.2443675554964,900.9200103626818,875.8906684329838,906.9166887434912,868.3666301748494,912.6698100678559,870.3641855316596,912.2827140259255,859.7216273095692,914.966512350943,845.3481611739444,919.2339067377025,838.791026022051,922.8211787031469,830.9553453848375,932.9184527448388,823.6563789640934,939.2857718550631,812.7145617427279,944.5069206222097,799.7132133362527,951.5842686364367,786.7431253118147,963.2603400817552,777.4590948676067,976.91675251576,758.3169879458076,992.9116197846943,745.3364338895778,1007.7204901299338,715.4895980641372,1013.3589946638203,645.5685669337133,1023.5673139419341
2022-04-01 13:15:00,864.397,912.3306875025805,926.4223062476049,904.8841054825814,931.1312407191008,899.3408281544339,931.8701445550414,900.058403300035,933.5453309041336,889.5262666838998,934.6156703592724,880.9167915773164,935.1635171031894,880.5262047559386,934.8466553652006,865.850666749137,939.0633641616641,858.1306854716947,940.5526519535933,843.7364311042568,944.7290122477325,835.2533498254941,946.6627980838284,824.9773023020774,952.3054240977654,811.9109740512109,962.3315794100536,794.7468280549961,977.4930034458703,780.6187905497476,986.2303399857556,747.6487978108723,990.6185950369927,670.3540942071288,998.1283556152302
2022-04-01 13:30:00,965.2859,843.4052449747933,869.4580373575318,837.2450813333146,876.4860979393361,831.2356761066385,876.2963744384242,826.6478566119354,880.8800335514384,820.3779816468582,884.6606099901983,818.0841693678949,889.4013489319759,817.8054082234485,890.9235553453709,801.3920756862663,899.4593044736384,795.4657359511518,910.5922485121082,778.683808962691,918.7160772875495,766.157629394183,926.3401256949101,748.5190818373738,934.9927639857706,730.2901058247165,947.4955971822774,713.9526475487312,965.285899999999,704.4305042230652,974.9175287202634,682.5076979870657,990.0834371391393,601.5962103420688,994.916731864605
2022-04-01 13:45:00,876.3589,836.4262112240758,856.5367872906054,830.6852602569832,862.912530675002,824.4715117144792,865.3143119216329,823.4743919231291,866.7510611321682,814.5927513291822,869.6834503687924,804.5393108666221,873.7049147468124,799.0048752176199,876.3433613711823,789.5614315935986,884.9249569418771,783.1158717202159,893.0028291366752,769.5660731429298,899.2815421193809,756.7574721829424,906.680543885609,741.898497790421,917.0999252154343,729.9851525848259,929.5730447526503,713.1659471405658,942.2675150346186,698.805753369543,953.1374078235094,670.4986078614916,964.0973628155425,603.8205595247523,973.0785313954511
2022-04-01 14:00:00,904.0137,822.2386839555065,838.9579309922892,815.5808512282576,844.5055013816445,809.6086012681221,845.9168583305845,810.7775035995537,847.6890507909643,799.3413222153058,850.3637975506508,787.6610656406378,852.5068309877115,784.5325898401115,853.9471801708614,774.2636513857824,859.8873886199135,766.2191806664321,863.8482485104005,753.6530635659499,869.0101387181785,745.4948633709769,874.0273930886478,735.0196272643333,880.3721616061794,726.8445433082233,889.7044126830033,714.1493179537795,901.627735110611,694.9190114026817,910.058144826311,662.0098706047872,916.0247382633825,597.2971565824707,929.0364595536466
2022-04-01 14:15:00,868.4575,801.6930428878759,820.6001596394253,797.0101404857098,825.5293272980889,792.3385825672881,823.3377720237031,790.7464429116935,826.7381532271515,781.4367277547517,828.9252585938193,775.8437518452765,830.6201565111596,775.7593156588482,830.6356805918876,762.1751617102191,834.9773725556079,755.3683257257114,840.0392619560344,739.9676370221364,845.3856175595629,732.1753886207948,849.5425297528536,720.1039019128071,853.6600275920482,708.3862866788915,862.4299488240767,697.3200523126452,874.5218990525755,679.3232026138328,879.4481845449372,649.7023271247324,890.4419494474769,580.3800400346418,898.2962605640878
2022-04-01 14:30:00,281.8161,630.2470034428684,691.4763798866443,622.8139396203758,702.7386009253587,612.2022305312335,716.7965751137053,603.0297650985863,743.334787864092,576.1968061527427,759.4295958048597,559.5900936786029,769.1228017574513,550.3179179324779,782.1754543302777,518.3275802533403,787.1030396468941,499.51380581423064,796.5984068615307,479.71239897622036,808.9547013042893,464.617773543383,824.3454109094573,457.57572694820203,828.3494976336606,437.8295428775192,836.6365803619346,420.64850584845067,853.0976331943657,378.16483270881383,867.2943260387256,344.15597026966407,880.5757413306219,295.44916198294504,904.9115836764631
2022-04-01 14:45:00,453.0128,607.5946286519033,664.9701548047128,601.2688633427749,674.2335987922761,591.7050642633612,685.6116851581228,582.2172735856602,710.8043677557139,556.6710792503727,725.707491821976,542.5208625643227,734.4851914946521,535.0657184731817,746.6882880636676,504.31040133634906,750.2168321265817,486.05846696415097,758.0457130678215,466.13472271433443,768.8455436671165,453.01279999999906,782.1410607276239,446.67698036171294,784.0012109932923,428.4905907074734,791.0487402117224,413.6225550791057,806.7477998202012,371.83987779805216,819.0162862984998,337.17768856218424,833.9781795521103,289.0622058534825,856.6536410033696
2022-04-01 15:00:00,742.84,230.37249676772035,292.1009744433795,202.52246597983435,315.8037891106078,185.14802740647747,340.78903040644855,177.74897572622513,353.0368753222797,172.02250120702138,380.5860117770717,158.0954569977648,409.8678931175873,159.79334869427385,435.65820373291535,147.57922708688602,468.91612983469895,123.15384950756743,507.65262550291664,121.79970605124822,533.5991878848981,114.47217000636397,564.7692552796861,90.49227441404969,586.6040938179658,80.603077065001,603.0019317311244,65.27915404186342,654.2448685688978,66.32492243364143,700.4575608930772,78.13949945012087,713.5485730573055,37.075473146245486,756.7794517189341
2022-04-02 10:00:00,760.8011,641.6855022280292,679.9601090336942,636.3141769432948,684.6662373625331,626.9979379102347,691.268457870995,620.1022629403592,699.7887014937264,610.7367261314953,706.7517977568286,604.9215092724153,713.9044713999701,594.9224014157471,724.1305922354895,589.8706684563535,732.8365400510747,581.5211157408469,740.9489881408872,573.9149946945365,748.8672162998218,566.7121830026247,760.8010999999979,562.9670310500736,775.619909849931,556.6715232154539,786.6013013720358,535.7775191721953,799.3633453414423,519.1703287789547,820.0999064554744,479.3899023169697,834.6672129802682,448.7965493463382,850.8332759859277
2022-04-02 10:15:00,906.8304,723.2217913172371,770.5113536349841,714.8777943348698,779.6892892727983,705.7722171421442,791.5356620601588,700.7910112483137,802.2662811235036,686.7555013396632,814.5700481574568,681.193294054849,822.2316937529858,672.7006475535059,835.7050381433264,661.3690392888197,845.0278469192108,646.7652818585113,851.3368038382387,637.3447282653738,862.5598107288688,631.8837095144661,873.9093982750082,629.3207024135517,881.5505450515047,622.2679727663739,891.0889302516325,598.4890126863954,906.2412644253236,576.2959140973655,927.9929670021902,527.9397416832178,936.9120842090233,501.2176109315874,953.27047942848
2022-04-02 10:30:00,815.2327,778.2732063029966,810.6736685526384,772.9888789298363,815.2326999999996,766.5070313798265,822.4314962037424,757.1331783736427,832.2793235999738,748.999176476927,840.4003682861894,748.1792606927852,846.5689303868267,742.8144030063504,856.5913297925663,726.9778163536243,861.8956561759132,717.0046240052541,868.488879462293,705.6006014749778,875.4363535397533,695.3734196414191,883.8569836396009,686.6671546220945,891.8498827944477,670.3437951287057,899.2644127625672,646.9204682705583,913.0207320577356,635.4555240177176,931.8019583256464,600.2460301499523,945.6817319198854,555.2421599215079,952.3536062344392
2022-04-02 10:45:00,795.077,830.9955090506282,865.7312454792586,823.7305118404522,874.2851774635446,817.5012584926681,888.2252244441643,811.5583474797522,898.2000823234662,798.3764169850792,909.5692273672466,791.5994826546589,916.3453801480819,782.794609916476,929.6658996194574,766.0695168786087,935.7601678954343,751.6319041835684,942.6021720986446,740.9043355893523,951.5865831686742,730.0442657469455,962.445873195923,723.482865700213,970.0065321482416,708.3233286276164,977.9771408516399,681.3350798685615,990.603015536688,663.5349332841155,1012.8154136458015,622.9968570719468,1021.5086570928379,590.4352396313625,1028.9141611947744
2022-04-02 11:00:00,636.9761,740.1148995532726,798.6114462580331,732.8360228388644,807.872782681312,723.432352960353,825.3599811275726,707.8986788583084,848.1956229672592,689.1102044156755,864.312354089273,683.4090535115997,876.5961535008746,674.3193926418267,894.5979237487754,641.7252750524881,900.061945346657,626.0327784951271,913.6246701340278,609.8704810401125,926.072414271347,593.3670646169369,942.3590561946357,585.4295940445996,954.0589641128299,560.331552529142,965.4647157086865,532.9866136957914,984.1019510341757,510.26839469010486,1009.7386243298643,479.5385027193124,1028.1618379121046,441.1001210612019,1035.8230416872211
2022-04-02 11:15:00,905.2209,739.9249677515568,798.7730023762788,732.5874060441167,808.6791772478573,722.4281149527555,827.7136260408179,706.4502106526352,849.3027914906984,688.126890376866,865.4348679718614,679.9276291108135,879.0490581965278,668.078214875095,898.0846496431923,637.4568845322347,905.2208999999984,622.7194390333968,921.0009999756921,607.4948984902712,934.1321560721526,588.5852012934479,952.1577695497681,578.8344822594964,968.3200479527059,553.7677399203563,981.8468344162966,524.9537355156367,999.3303465904119,503.7104614579923,1027.4240362028904,474.66588681749295,1046.6448733114485,440.01812117386635,1055.3406103232192
2022-04-02 11:30:00,819.8053,672.0699594262351,727.9627466857937,664.3729821838194,735.4009472879261,652.1438660808153,750.3788026556695,632.8111826799118,768.9940980899423,620.9239548487058,783.5106590853584,614.3168519125657,798.898866677956,603.2342395861879,816.9850785163871,578.2764061090438,826.9687086881104,567.8237974849023,845.3408245667324,555.5582903359236,858.6472257212145,536.6833956616147,876.7724664814186,522.9202985103753,900.2849476449919,499.64024670100605,914.8800791821423,473.99827107483657,933.3189744591909,463.11305865029544,963.3768767249003,438.8216088521708,985.5294263943106,397.50966037194553,1004.3233064494343
2022-04-02 11:45:00,546.9515,765.3996933934518,832.2658132451302,754.5389130646734,849.0948372006278,742.7711215932172,879.3353914660065,729.700903233806,902.2355480604542,705.9995564487544,923.609873200694,687.9019653601272,940.701672498807,668.9364423211991,965.6429433205312,637.7317449941615,977.1029933432919,617.4962947454494,997.4509714671931,603.8912702262885,1014.7922709011609,580.7009470154112,1039.4523583360306,570.3870957031658,1058.6769507627068,544.6205627646908,1074.3909623949976,508.8731153500887,1091.482669037312,481.4253642565901,1128.1838062692004,452.1292733262642,1142.2490726799915,436.62869817537353,1152.0776536089725
2022-04-02 12:00:00,1067.126,759.102393611317,823.5115112865005,750.8120709023622,836.0746976878945,740.2903061133143,857.226294844997,722.4985650772687,880.6603870859194,703.0626163501352,898.1700063267672,694.9257668164219,913.5085106931383,683.5966911458613,933.5776595324842,646.6038854482767,941.0315163576934,631.603666366311,961.1757223462655,614.5824205310562,976.9340390285515,593.7805817333556,997.3921724248985,582.0298555205592,1015.7824253888448,552.334832376314,1031.6143227955463,522.6683309866187,1050.3514287021899,501.0965122221098,1080.4790934348093,478.1290928235678,1101.1009782289257,444.35934413593327,1105.0885084151596
2022-04-02 12:15:00,547.4636,593.9243500252655,653.8212707671223,584.0375525153243,662.4875545793393,568.9950737857662,677.4822746654872,547.4635999999991,696.5581129843863,538.6981516523497,712.7732582387862,531.1193699631563,731.1617200081555,520.346579124056,750.252754444713,497.34284893126005,764.0640532311763,488.58129717318116,787.6881312672158,479.3456380840205,804.2499700299177,460.49551411487437,825.8650159258132,443.6788713594775,855.5904976552811,421.40202947244336,871.1681408304148,399.5308338621278,892.1894138070511,393.42790972747594,925.3869155699067,375.168860150716,947.1652240554395,331.50013053849125,978.4105084349467
2022-04-02 12:30:00,684.7868,722.1941675297239,805.7270755752197,701.0338981551006,834.8575616801627,684.7868000000003,883.5896309819091,677.2864815131852,911.0890511183766,645.5823144669903,944.0671346019026,613.2463862730774,968.579886442516,588.326499160044,1003.9442006373592,555.2271694374103,1025.0561716963302,523.0023055005408,1054.2508964475337,514.3726927058995,1080.2433995223246,489.66014470597315,1117.1090024006799,480.00436309038,1136.2460681473094,456.13353170866856,1152.002771432436,415.00145835365765,1176.8607909203565,378.81536195791307,1228.8393701159584,353.9587593824799,1230.32344659105,362.1630524528148,1250.4708573920216
2022-04-02 12:45:00,476.6438,583.040685583605,642.7836779495487,570.1046071300382,649.7352578453938,553.9112139900253,665.3435496917673,531.1189367672027,684.5401809714726,524.2347919809263,703.1749008273382,519.1493809356566,723.4303324343937,512.6794796537847,744.75463746275,487.7473448926048,760.9675342621631,475.8387262015715,784.4505446552112,467.05330334068026,800.6540606004764,450.6903654373716,821.5387681477687,434.08016171448446,844.9845123607975,413.41693557569545,856.6342232859615,395.13897800467646,883.9967968306755,394.875782971106,922.3312210697495,381.1341704734448,943.1528816128957,329.352695162338,974.3200734473867
2022-04-02 13:00:00,466.1818,570.0580385887233,646.1677705612301,562.7310978160765,656.2345509338029,547.4423495915094,681.6083900361509,525.900013403023,708.4050051156923,501.3839395414366,726.65307050709,484.81946839029706,747.4321297513916,464.03795404098946,772.3573472194475,432.7976768047497,782.5361568443996,421.5818685140566,806.1711950851759,408.13577713817654,822.3614986871962,382.74151070866856,848.3993814533142,372.98964617367994,879.8871378766198,349.8615731682713,903.0329316312354,322.15575563177674,920.3948733711695,293.616924819068,954.4741367160714,271.940940712965,981.3106096478732,256.932263486756,1004.0136337379845
2022-04-02 13:15:00,413.0669,435.42202017498084,495.4217025496064,425.27058779082085,497.5405360726818,407.820483806227,513.3076035757485,383.3470219031565,533.206936959526,370.056937834323,548.3662205946266,358.954400408777,569.792058493822,346.4248784471729,592.1864580632546,325.7998253369851,604.7830054390643,318.79651719547246,626.8518171020014,312.2032755078387,640.133773864929,295.34230751876044,661.9149025106608,284.9830450679417,697.139372173142,271.0501489705654,716.2121292448455,254.97650214563828,739.5151232682929,245.78648369774058,776.7052519777462,229.1379134062356,804.1610267664346,196.92777447884623,847.243761895761
2022-04-02 13:30:00,477.4486,436.4651679703484,493.133232410441,429.6142524114546,495.6019460448042,413.8414968535135,509.3039439889808,390.25495317361356,528.5070034548085,376.25254767248634,540.1997265361706,364.1493548695189,558.9162082740531,348.889525850097,578.1273793871287,330.4171676645551,586.8511367135379,326.69465194484314,607.620779163457,319.56199422947134,620.1431365346871,301.71645652894836,640.9799550303424,292.34711976310814,680.2868388640345,276.98031130868446,701.8410896574233,259.01982644688064,718.7423407754941,244.94086050659033,749.226331160231,224.65138228004014,776.638033198331,199.71427327953597,818.2614538794514
2022-04-02 13:45:00,691.664,389.26256753641064,440.9821746281227,381.5098948511579,442.1414338841123,365.4265033157917,453.78237068635553,341.8162911913669,471.10901366269945,330.46344040981194,481.7230015501227,318.9875966468835,500.20507664358684,305.6942011910578,518.4323085618462,290.40317824680415,527.1432855396706,287.3706904099265,547.0902327095637,282.3949882151021,558.9320136191873,267.30573649073153,578.4753742131261,258.4776164135343,618.7894522643546,245.3322299182472,639.2445921604003,229.61710017801977,657.1680539753361,219.36973594452834,687.6968243762185,200.12054151439656,713.6359572377114,174.23976878291433,760.1773406710272
2022-04-02 14:00:00,589.3118,409.4824666703116,464.06175487084283,404.09296323004287,466.29170881202845,389.41306202491023,479.6695934861964,367.3915422976106,498.30117088214547,351.8956904827983,508.20419907264295,338.7051865717335,526.1396733155043,323.06362411992586,544.379158371622,305.26790463775296,551.1984487980135,302.599845583871,571.7473969137645,295.5731465331842,583.0462010092597,278.11893028771647,603.4925728827066,270.5703605837732,642.2109397533332,256.5761912073649,664.9780973878705,240.24532848212903,680.362198704539,221.6361954995712,707.1268754488719,203.25241417885582,734.2084172232026,184.25624723269357,769.2242940493707
2022-04-02 14:15:00,358.0864,492.8363751848601,564.2001167306894,486.9027363370167,572.8707376669181,472.8625680668715,596.9342289318965,453.8975147703645,622.776681216103,428.4102420938684,639.7269760936515,410.281145784646,658.9068214134923,389.72591328141243,682.978239174301,362.8362915115372,690.681420360238,350.9478974021358,711.4855616110381,339.46579368456514,725.5152119253453,317.8112429196508,750.008536043305,312.6440235214518,776.6456704655284,295.31452584225804,796.8964506300663,273.20751840692526,811.5906018255264,237.87973850150806,840.0975823786521,214.10034037957507,863.2795627440173,209.36825514186057,884.242545600755
2022-04-02 14:30:00,521.7109,558.9637639620878,599.3861082232725,553.0765023073689,606.3819208200912,542.317092630356,616.7072214601585,529.0157514276048,629.3723839343461,521.7108999999996,638.1063143290394,514.0377380572454,650.3480847147239,504.419927780692,662.7221868012657,490.48133240007564,671.5046481288564,486.2718209659529,690.541415978857,479.1108322356415,702.1461171312758,465.23448055854783,719.6137550078229,453.54510152890646,741.059036235547,438.0616150205291,754.7923481566258,423.0513183791129,768.3583771862232,409.19427003825433,789.6010977926435,394.98938129749763,805.0239650611766,365.65195611811805,820.8557452258938
2022-04-02 14:45:00,664.1554,362.51657091631023,408.109435110493,350.16550648967745,420.3510424346796,334.4485121677367,432.09650459897875,319.7398761227514,447.0622757392716,319.1110623122686,458.29737842706436,309.1497575466842,474.19762717971116,301.77964138605284,486.54147626063786,291.9023568028688,501.1788293896343,287.6302622052053,526.0205509765883,286.7298921224981,543.3483057522044,275.4058085229567,564.9355644733032,259.48700229217536,595.1809602770654,241.84026357211974,608.4980925291211,225.62238653311329,629.3111582570018,221.63263514096766,656.6339761848503,218.81632901922694,665.1161739924664,189.53180408992534,703.5763093374317
2022-04-02 15:00:00,719.4285,387.11904927149453,431.59519561192974,384.2717273114479,433.25545157704437,372.96986455389924,444.8562358661038,356.48223697212325,460.19474776546804,340.77825130866177,466.6140427269065,327.123273668567,480.8342641680438,312.88469518068496,496.20813599267785,298.87164132007774,499.4880815149945,295.7891978106386,515.9567612916953,289.25446861657747,523.5773465955808,275.2452739849725,540.3623518303439,271.6946584229149,570.0170216370798,261.6509408351694,589.8143276637647,248.3516410701559,601.5327929622126,223.08151877203048,621.0301870101885,205.5344428604434,643.3522697182725,197.17388069020058,661.1159098317657
2022-04-03 10:00:00,270.7322,241.84507093423917,270.732199999999,226.7181039141526,277.82983773352,211.05965344298875,278.59891505130145,187.72512710587625,291.20126679243776,191.95870321842085,293.4056263227458,185.02278366693326,305.66238236387835,181.88592439440617,308.60867072154997,175.58010097750912,311.0040595904311,174.65424104779981,327.79182959718037,175.06222215123262,341.98425752822004,175.87397630114378,356.89317831800054,169.2319819757787,405.13051789057954,148.66806731573126,418.22588047813133,129.8294851015536,432.28677344210337,139.1312006321152,455.00402381402637,130.94568957915465,463.2932800432991,110.2193162990543,532.6425022151543
2022-04-03 10:15:00,393.35,307.84602477705266,340.0545511898313,296.1172762204926,345.48011210147706,281.07725053842523,346.78586038232606,257.4113109103373,360.39082896614264,259.1396481651009,363.02439726419925,252.1694413466489,374.81476474457304,245.41986970179096,379.12446745262787,238.58622325195074,381.3830420548202,238.9039128205884,397.544654556722,237.0806196706087,410.8322481105315,234.0644126324612,426.2659332971516,227.22612294441103,472.60055437169376,207.3790010881254,486.48270209896236,189.03227956087937,497.07642747940736,193.37140704425988,518.2399032822505,179.98952784505354,530.19291024206,157.845603577955,595.981838476102
2022-04-03 10:30:00,353.6968,353.6967999999979,384.6997778638324,344.85473161846835,382.9111387901785,330.4163607585815,385.44575314722533,305.13913177144696,396.6702582702633,302.77459603779744,399.0725948435711,294.9768168697369,412.3934350279724,285.29709521635414,421.1116018879293,278.7711101667587,423.01453914433023,278.97371530743544,435.19908249266155,276.03925858814705,443.2962027645053,270.20469421832877,455.93435106725974,265.972459207489,499.3446555281662,252.67836326884412,514.5254359643322,236.66700318145274,524.5911346909306,239.07366866408532,548.2152057149997,220.02398033189536,567.3477007816437,199.4690098403014,626.2882194454214
2022-04-03 10:45:00,501.5186,450.0698639813604,489.4218166339547,444.0285803678819,487.71696004043406,430.24581396571284,495.2449046745005,405.6483008957648,508.99791737761325,398.04353331051016,514.1818787827378,388.63243608330595,528.3174412567205,374.1884187843243,541.1609432908672,363.81121822074874,544.3219477988032,362.1917153885438,556.4603219213259,355.63871156292475,564.1393032579963,343.74053964683935,578.2851345940626,339.23463289146673,615.7255315758375,325.42706404679996,631.7816283656894,307.10635196199473,640.2904401230298,301.7789599492643,665.2103210576843,279.1690481603348,687.3446715249302,260.4633302854638,733.852491766178
